67099,15701,95377
11490,4261,81335
79777,67887,81662
60106,97589,92647
86976,25288,93185
26969,9919,23897
73573,27898,25244
6440,33788,7666
46034,855,55590
7555,79111,42076
28117,74817,89250
85287,81625,54578
18088,92122,61571
48977,22052,63240
18557,37321,20329
9460,45760,43556
46928,76088,56216
814,12360,13319
81300,12609,21588
79517,64068,81990
924,66417,68406
54612,31774,96351
80471,50530,11972
94781,22356,89130
93308,27838,60806
8854,18274,88147
83874,60492,80513
44690,45237,92374
6791,58359,75467
25424,36880,26619
19493,34222,9676
13391,43939,50050
35673,56989,32731
97423,98668,25380
46566,75741,23079
7939,5447,31944
21655,32525,83863
13014,94583,70448
7324,83986,42261
16720,55369,87998
26472,93800,10034
70605,28653,41500
16547,96973,8628
99270,23228,33955
26049,18139,44718
21012,2279,24083
3279,6388,38974
91715,79796,15038
76887,33336,83846
50145,43932,3457
91675,13373,64077
10015,14899,83513
50879,90898,40256
87355,3316,96174
12561,69095,32809
33155,36401,49666
43986,11987,16027
19250,46736,35065
82492,24709,11589
23589,19704,68759
76503,70972,69830
94741,41960,65549
98892,75420,38088
76648,36754,87384
36757,49224,75510
35568,1460,86082
46151,91733,95847
4411,76720,43365
99558,58869,23936
77516,37867,8447
23789,80289,14574
33421,11122,44534
28847,54257,51118
94321,54467,71422
21244,48120,664
96830,96086,17162
58565,29759,62217
30422,55997,96247
19215,72166,48
7562,77082,36996
24531,44596,11118
45730,85273,68068
81645,13564,56356
23982,17818,30473
85170,27665,28695
58734,12813,93331
69215,99868,72265
37797,8225,55058
42492,42797,26851
40845,78442,59344
1046,13003,10642
86309,76577,53407
33160,43599,39161
40269,83942,85195
79348,24466,89590
89199,90482,92326
59430,8744,59065
96849,97043,40117
77719,69111,66268
41255,50254,83835
32016,26275,61686
97569,62158,39301
50330,24608,57377
25386,67829,80021
92358,27832,21308
36627,39399,42301
11416,94315,78595
99208,64020,97228
15780,60440,81608
3297,57607,45399
44277,78631,74257
18814,77583,68341
94601,10273,84851
68044,71084,7703
50855,64517,55627
96330,49795,27743
91350,56208,97156
63415,34654,98147
38286,88718,29055
5730,58493,83752
96116,63481,74083
25924,43803,24817
41406,9583,11723
2172,23609,33134
33149,22897,31009
41245,41537,72873
812,1122,44858
63095,82032,75182
33655,78115,20142
4068,41730,57593
97884,5298,94233
89322,40368,16075
23142,52978,66660
768,10197,5147
1385,12120,2103
77515,9043,43033
90645,18837,93805
55973,34327,27500
7238,98147,29797
33363,16830,41341
96781,15627,26322
59769,84237,16609
73722,31916,17090
90740,9843,22753
330,33207,26232
41011,62365,65375
29999,37673,23804
24436,79355,2126
6258,55197,99423
52520,72889,33096
96086,8028,6416
42723,6368,69433
58778,86392,48138
37872,41021,26639
17976,31515,92776
56592,93084,49353
72736,7600,7404
7624,28194,16581
30996,86059,31116
91533,99682,61473
46838,95444,34318
38974,30433,62324
98505,75480,14928
17797,63649,5421
68867,87118,51532
49483,1285,79832
78991,8829,87148
69598,35360,9791
71883,74928,31178
78285,99964,59207
92920,45005,49137
32128,71407,38150
51870,57635,35919
31592,51736,71922
48122,24869,90891
37786,32761,24432
11441,15522,70001
30685,97688,5005
38523,65388,96895
6143,1382,72032
55866,85507,87621
6385,61379,13827
22173,94236,99905
22783,62171,52589
71312,98954,28178
53470,31214,99128
69389,5970,65443
3793,69692,61987
49883,76563,9971
29871,40790,26355
26354,43278,10042
69003,95999,61167
60782,6262,94456
20050,70022,15934
81763,68161,33416
18481,19260,49858
75112,26678,3725
89591,12886,27491
39328,30707,80252
3973,86962,92955
36772,1831,22505
22101,92810,35689
64548,58791,22733
26967,63864,65785
91447,64363,73595
31667,13564,83006
84839,44818,56086
5631,37147,78318
77556,73051,19667
89626,26125,88684
14592,58709,42298
97835,426,25360
89278,34576,4973
46755,64345,72771
55138,56095,91850
71477,17308,34020
14658,74668,14767
98380,52685,9923
79986,11910,90253
87089,84404,9087
57721,65646,47325
55724,46216,85706
71563,706,9805
22749,75517,27373
79029,67987,80170
991,9313,75786
82519,72646,82123
85165,72756,93244
45104,75752,76799
13657,37619,78679
75265,68549,82505
32007,38433,27365
4412,58126,49028
31917,45229,89859
62680,57099,12086
83292,82664,30578
1552,11836,30954
25525,72562,28879
63019,14529,81541
39563,57025,4754
76980,17344,68724
96994,71796,2773
67318,52098,53967
2602,92541,55568
56863,72091,13327
38449,27306,75325
39426,3613,2427
23087,81460,80305
25928,39202,66029
65854,4331,90471
61044,36246,67218
76750,24373,12147
59650,43412,54720
43898,55843,83140
47525,39019,51249
5563,67180,54475
14597,96972,68308
39893,75693,76748
87918,68501,91208
98073,93433,71746
85826,87155,91616
88558,65641,74103
64933,8526,64002
29418,15826,82728
16077,80138,28335
69742,89688,69189
39717,95840,88611
28372,92780,26475
16042,30571,80036
54761,55630,48710
12107,16378,24065
89193,40722,88598
40880,55241,37903
44327,80083,82821
1259,25107,35483
82527,67002,5442
30464,28405,78610
13157,47714,47379
1580,17045,31226
27376,41549,87340
68627,48185,52853
41777,94440,51798
75440,8842,77130
96092,35664,75968
44745,37889,73746
77885,38665,18214
99912,31560,65734
8100,8123,34449
89142,68401,86775
4274,66951,21820
63382,95172,43473
83618,41339,97257
97586,42417,25919
36306,98438,81141
70409,86003,53267
26870,86874,87042
14848,77120,76935
12036,53320,68566
21804,868,65167
95406,85776,22626
62421,1273,99707
53866,49716,27046
99488,31702,92806
2853,56042,78418
17038,95461,87324
63176,51005,21009
36686,78305,72207
80130,15862,52047
86542,80126,82815
86966,20600,52396
75423,20933,59128
18250,80273,24518
74025,81110,42924
20105,65555,46276
41239,81076,41195
72879,48804,17624
57872,17668,20869
4070,35078,21992
83389,52825,40332
46264,97095,95419
56010,58426,86326
21214,54240,12251
57828,30814,51314
98908,11656,41709
46971,51884,46607
97803,9680,25555
50648,68250,74319
35276,15066,12005
21724,39432,24701
46887,3769,98353
18579,11445,26918
62230,31380,86814
70343,10057,70075
47924,71448,88241
38140,9182,86442
23887,36240,91247
21607,20985,70299
61069,22366,84135
20176,37261,12962
64045,32498,33659
55187,31408,25113
63867,66802,74106
36213,3442,30257
79537,34831,10538
72273,25629,79790
23182,91769,16509
78237,66306,15120
81277,42025,25431
16703,15738,67863
38828,32104,9941
5489,65491,29873
30837,15078,42822
83941,45073,21611
23085,86937,86983
28383,90040,68983
30091,65939,2320
86884,75010,95436
84905,44897,54685
9059,18139,15887
602,34274,30034
86238,46158,46327
34061,30331,40229
74715,24098,82086
43287,87873,20836
58451,7947,97053
90827,69802,46700
9255,38507,37169
42718,11835,12412
8480,9408,2694
5463,3603,84621
11943,53176,18825
3849,49009,7169
29132,20134,66154
50121,54956,77726
51139,14589,18029
41602,51966,15764
28006,89891,31612
27698,92333,84080
44717,45687,71437
99659,98325,33041
50004,73934,89916
48304,23633,68219
25714,65923,14337
47880,86141,17582
4563,19145,81655
97636,89200,78614
97014,50782,80263
96542,54416,26018
96884,73729,92494
72783,41359,54003
98451,33666,3142
98305,92074,66135
69998,5250,23107
92316,27502,8393
45476,21699,33368
68282,94003,34162
96001,72537,40036
18617,21317,38820
3375,81288,18168
1562,68234,14283
40668,35949,92624
22969,60454,3019
23650,75114,89410
73163,78092,57195
44262,26034,19148
7127,60262,21351
39277,67610,18267
64711,37186,51690
64976,46787,77732
89936,41989,43837
28901,96269,28269
26815,44357,32995
70355,19296,75958
12611,73426,68675
63016,58611,47486
87456,17177,75503
10378,82781,49213
91956,1994,12689
20518,34126,41453
90781,33948,29298
85810,50288,50300
4948,20024,80864
54976,33660,13882
63223,39329,30263
32919,58002,70330
60577,43018,5476
26157,99635,28726
75233,82278,35868
74786,72169,58764
62911,81016,73558
33833,15312,79530
97253,97720,72902
58052,2694,54440
92110,16433,13196
74238,83452,68646
42633,86696,82199
67993,73955,71504
94327,67660,96875
21705,9749,16383
82451,1321,78201
33981,82194,7139
35606,63836,56815
42284,46996,78862
96899,69097,19964
39577,15878,90642
14933,3151,9869
6559,87210,41729
63707,50404,93853
98176,75932,75482
65681,34253,5404
55436,12754,77018
49764,78598,7967
56140,31963,72997
87907,30311,40003
16408,58445,2949
70677,85523,82584
23987,18134,35158
23891,9203,9409
85464,86061,95033
72488,28302,20259
94279,67943,46602
10517,55801,76775
9423,14210,34089
7766,54505,51313
87388,24641,76611
51412,86211,42741
88627,81320,88282
67042,31004,65372
27097,37539,49074
53127,45701,77567
95452,90301,56513
58039,12150,64350
13973,62376,3247
59433,86652,68565
80548,706,16834
26028,91352,56269
61108,54458,66411
9132,38616,2237
37801,348,42430
85322,8463,68946
91469,66012,24224
78044,22888,58447
95323,26529,6666
82793,31179,73125
1855,40578,40676
39255,42779,3582
5482,34193,27266
80235,4990,55822
24160,13764,60694
41456,3160,42417
7391,23945,49768
48751,28626,68887
16542,11033,54719
93410,36900,7712
44126,77355,48913
48018,47385,38457
29755,35981,71270
26502,64554,69592
16577,2744,80280
24986,93282,72952
81831,41124,22271
81273,75938,62615
3516,1120,52648
96389,70509,65017
84525,16669,2859
2047,72152,7110
40502,26086,9653
49342,30140,75635
15878,64219,47401
13928,2188,41676
26399,82080,54758
83656,4953,66371
9429,29753,16310
93753,13225,98146
56390,31022,55962
77350,24300,85435
64702,11047,55743
68834,48419,84771
83916,20903,32156
5631,60043,56
30077,19424,89297
91579,24335,85116
66320,8432,56358
21034,60332,26654
98864,76785,4044
77718,29802,66815
3282,46443,25686
49000,20747,16610
91162,20169,33286
2220,36826,81279
98448,74985,58863
51593,44139,86258
95254,63286,61506
11839,75124,76872
2676,62359,14402
31491,73798,80791
73868,92046,52577
36689,99576,13325
25912,57833,32832
97292,35580,61615
62590,37774,81498
47689,10318,92545
76828,41004,81787
88666,86040,70195
95625,96556,35514
84519,41045,22322
40964,46129,21454
88039,91947,40553
83373,44733,11388
73104,96409,92677
27882,22681,57450
45155,66725,6488
16258,42951,58146
32930,18680,12738
49973,37716,3667
19132,88564,76624
70322,20731,33700
92977,7922,39237
7636,58221,94779
48874,48585,58883
68473,3345,67618
45295,30313,28699
63835,78602,9131
13386,74408,88722
94239,38774,57860
51862,83380,83386
85014,91091,40109
47334,42313,15272
35488,27107,6433
22528,63407,98272
92927,75636,76960
60103,395,93349
37986,63126,96543
18238,3393,81487
24699,6366,73762
36473,45293,14494
92854,6984,83772
28130,35107,35078
96124,8982,33717
9375,18576,38078
48930,72146,66679
74506,27157,85004
39161,37244,61639
17211,56986,85691
97602,5754,91930
24143,74922,19470
70525,76545,22957
34729,58048,74365
1773,67787,57921
15478,65705,80888
99468,92618,36194
84120,21848,52483
45867,42929,4707
41148,22709,98782
2701,67468,47217
45980,37733,86899
45095,35749,11161
76207,89368,5983
60259,51232,27707
44110,85980,30907
29986,66128,80237
90689,57275,47832
33171,86103,83801
37322,77481,85020
88262,50113,46200
87421,58084,40337
71166,59566,90654
20941,15931,80634
7823,91205,23269
23130,35492,16852
13679,31584,8119
93352,17110,59535
90497,30422,71177
93661,26166,58
10746,71400,15813
43692,87112,58903
50647,89087,41272
37962,8209,64514
61540,81157,2536
47660,47949,15349
40983,57702,96670
65405,7997,391
89624,77279,86395
43922,5329,75930
61447,25456,55050
66967,87587,28403
36903,27928,44842
94949,3440,6846
67795,38852,64604
92021,97855,44231
27071,91754,26051
97347,77651,59272
52847,22068,97668
73365,70640,24531
87237,85405,58405
98433,44037,28859
84246,76081,86177
57360,15711,10095
9611,95243,98030
41226,98650,2633
43102,5408,55528
42245,75785,90976
18700,92529,65943
9279,7337,51272
73909,49777,63959
74063,1274,66797
91580,65757,48062
78464,64558,2111
69701,39790,72304
79043,23205,98657
66203,33324,20613
24392,76885,29972
30140,59180,51191
86424,1010,29701
95633,83477,38716
43580,71375,69632
33155,7678,50248
83744,85541,44536
43142,25348,91689
52677,52481,80848
2340,85667,75954
44633,86999,95354
16252,48321,40
54236,93295,59577
68342,142,43986
28708,53187,19194
57639,30379,57623
38101,81086,66920
59509,48256,29536
5735,12688,47695
21219,17098,20196
4922,74995,50102
97595,14829,49488
85050,99466,6620
532,30600,21434
61796,10047,86707
28416,48533,19710
84747,42782,20644
76687,5465,85663
48267,27644,45235
42458,80225,80761
86146,82588,64118
2245,58739,11891
32825,67913,91015
99938,50428,19560
71630,83648,3051
38468,71954,11521
18021,7614,43928
82380,28460,28506
29389,46222,41476
49495,15632,350
64088,95524,89608
24295,44659,19695
1583,20498,14718
43482,81945,61193
8900,24133,72313
89852,93466,92722
93385,27151,85231
11751,12906,47175
8987,73669,60701
84019,17494,5543
59390,74144,29086
72076,30317,2779
65473,53459,2508
15365,76946,47548
7353,60195,68591
22487,19467,23743
22877,48187,92202
3864,98995,18483
98898,81630,64272
53032,93744,13610
28839,35200,41516
82224,51407,2605
77112,41664,15486
97317,64384,55427
34735,97082,50944
83997,90553,64369
10245,87673,80592
51492,24119,20873
23927,5139,64991
65200,65946,22271
35368,16207,75071
24593,14984,79185
80123,13075,35580
43524,31405,52722
59875,30347,17688
80327,55550,62066
39486,90100,52085
15519,99271,57773
15916,97256,33033
2609,13701,65735
70360,91658,45795
29798,48407,86196
79191,40945,2873
35472,29664,81490
5650,57474,92000
49182,40713,38512
37676,91310,98995
99865,6930,67399
40445,39894,94277
66166,3462,44458
77249,53174,67221
6227,81423,19373
82023,80202,12550
82688,28095,90062
75332,3757,58329
16840,34960,64347
23971,18213,25803
94015,65653,49633
33175,73054,15087
49807,16326,56255
66827,37092,30628
95038,84112,90536
39020,70123,43587
81242,81804,50899
2676,3311,98321
61438,86671,63883
13987,67227,50467
96253,48261,57172
21657,84294,91688
8593,90771,38718
97796,10186,83219
62199,44906,21394
42506,29921,26553
53289,31091,1538
11818,23644,33508
59345,89368,20044
34668,32948,34128
72863,67511,53244
52205,13195,40035
65868,9002,58067
10672,73139,84766
45355,91180,77658
62448,31539,73836
25868,18246,94276
18277,83762,36118
65671,62966,18020
94640,23413,31640
31161,82423,38417
70925,27458,73209
83399,39968,34056
8629,77098,57562
33165,6138,70765
45876,95354,17750
49097,4572,21500
43301,26191,87425
13403,64647,39110
19632,23508,54632
15660,75914,37229
92061,58741,64502
81724,1064,25554
19020,72108,40649
9671,71994,41759
32147,87500,43671
3568,97275,1095
64442,29220,98816
40178,84289,4735
25034,90866,28422
54765,65537,83876
35308,6506,91154
19531,87735,42278
95219,62215,16829
62191,41378,93826
61451,44013,70653
99001,57315,46737
54689,92727,2121
31722,45489,51957
42343,83377,87793
49869,34205,89284
96985,26279,83742
78081,1743,36210
89676,29785,40798
65778,26482,36156
41355,69357,75152
43867,92785,82458
54844,7311,33146
83074,31987,84708
53140,81567,94314
55602,78078,810
18407,21627,44110
88456,31118,78901
41749,70400,51087
49108,54152,86067
33646,92488,20973
28590,27377,96882
6783,47515,24063
59816,90407,99635
95866,22981,33666
27938,8896,61658
75774,67140,48882
49723,12814,77144
17318,39146,39372
25491,93677,53986
23033,20299,25777
99896,61759,81788
17751,25763,86545
53904,52999,47549
57000,2609,11901
92858,99813,26724
92701,11033,8492
17630,75121,76055
21637,10732,66140
19309,13679,7280
21179,10922,40832
13467,69899,77356
50093,88193,54694
27320,48911,2066
