3433,37914
3433,36758
3822,36758
3822,35682
4457,35682
4457,34395
4433,34395
4433,33260
4880,33260
4880,32348
5884,32348
5884,31225
6319,31225
6319,30039
6622,30039
6622,28616
6469,28616
6469,27616
7207,27616
7207,26739
8148,26739
8148,25861
9047,25861
9047,24603
9307,24603
9307,23624
10029,23624
10029,22581
10654,22581
10654,21826
11678,21826
11678,20461
11883,20461
11883,19550
12700,19550
12700,18903
13819,18903
13819,17793
14393,17793
14393,16787
15099,16787
15099,16084
16123,16084
16123,15160
16920,15160
16920,14282
17767,14282
17767,13625
18809,13625
18809,12884
19771,12884
19771,12282
20839,12282
20839,11419
21703,11419
21703,10452
22507,10452
22507,10235
23825,10235
23825,9407
24730,9407
24730,8800
25778,8800
25778,8133
26793,8133
26793,7776
27974,7776
27974,7287
29078,7287
29078,6249
29928,6249
29928,5600
30976,5600
30976,5413
32219,5413
32219,4555
33198,4555
33198,4770
34568,4770
34568,4369
35711,4369
35711,3989
36863,3989
36863,3755
38054,3755
38054,3424
39219,3424
39219,2942
40357,2942
40357,2365
41490,2365
41490,2857
42805,2857
42805,2747
44009,2747
44009,1903
45136,1903
45136,1765
46354,1765
46354,2387
47612,2387
47612,2102
48813,2102
48813,2253
50027,2253
50027,2110
51240,2110
51240,2144
52454,2144
52454,1679
53707,1679
53707,2683
54838,2683
54838,2329
56098,2329
56098,2322
57331,2322
57331,3242
58407,3242
58407,3387
59606,3387
59606,3052
60922,3052
60922,3312
62116,3312
62116,4016
63185,4016
63185,4491
64306,4491
64306,4385
65620,4385
65620,5306
66581,5306
66581,5285
67890,5285
67890,5972
68923,5972
68923,6552
69992,6552
69992,6718
71260,6718
71260,7320
72324,7320
72324,8457
73088,8457
73088,8855
74251,8855
74251,9522
75261,9522
75261,9598
76659,9598
76659,10296
77667,10296
77667,10969
78695,10969
78695,12105
79367,12105
79367,12462
80643,12462
80643,13392
81463,13392
81463,14182
82396,14182
82396,15234
83084,15234
83084,15900
84138,15900
84138,16845
84918,16845
84918,17796
85685,17796
85685,18498
86737,18498
86737,19472
87482,19472
87482,20670
87934,20670
87934,21884
88333,21884
88333,22737
89216,22737
89216,23483
90284,23483
90284,24785
90503,24785
90503,25470
91723,25470
91723,26874
91720,26874
91720,27836
92489,27836
92489,28712
93460,28712
93460,29889
93834,29889
93834,31170
93948,31170
93948,32123
94825,32123
94825,33261
95273,33261
95273,34507
95409,34507
95409,35526
96222,35526
96222,36695
96597,36695
96597,37909
96807,37909
96807,39280
96312,39280
96312,40295
97361,40295
97361,41538
97366,41538
97366,42722
97687,42722
97687,43920
97951,43920
97951,45195
97510,45195
97510,46348
98307,46348
98307,47579
98280,47579
98280,48805
98239,48805
98239,50027
